charge,discharge,capacity,Energy_use,Average_daily_cost,Energy_hourly_cost,Charge_or_discharge,,,,,
0,6.853063238,1.903628677,126.6024952,0.037576,0.042504,Discharge-----,,,,,
0,0,1.903628677,129.086988,0.037576,0.045661,Discharge-----,,,,,
0,0,1.903628677,134.2570124,0.037576,0.046189,Discharge-----,,,,,
0,0,1.903628677,154.2310055,0.037576,0.046145,Discharge-----,,,,,
0,0,1.903628677,196.623424,0.037576,0.04697,Discharge-----,,,,,
0,0,1.903628677,233.4876581,0.037576,0.047938,Discharge-----,,,,,
0,0,1.903628677,205.7426821,0.037576,0.043912,Discharge-----,,,,,
0,0,1.903628677,177.910509,0.037576,0.040227,Discharge-----,,,,,
7.614514708,0,9.518143386,258.5200579,0.037576,0.037169,Charge+++++,,,,,
0,6.853063238,1.903628677,344.5103962,0.037576,0.03839,Discharge-----,,,,,
0,0,1.903628677,466.5422321,0.037576,0.04224,Discharge-----,,,,,
0,0,1.903628677,550.2088316,0.037576,0.042867,Discharge-----,,,,,
0,0,1.903628677,623.5556945,0.037576,0.042944,Discharge-----,,,,,
7.614514708,0,9.518143386,757.8457708,0.037576,0.036652,Charge+++++,,,,,
0,0,9.518143386,915.2888032,0.037576,0.031581,Charge+++++,,,,,
0,0,9.518143386,1059.922524,0.037576,0.030899,Charge+++++,,,,,
0,0,9.518143386,1053.453564,0.037576,0.026488,Charge+++++,,,,,
0,0,9.518143386,1011.081862,0.037862,0.024453,Charge+++++,,,,,
0,0,9.518143386,937.6887334,0.037862,0.024002,Charge+++++,,,,,
0,0,9.518143386,885.9224258,0.037862,0.023947,Charge+++++,,,,,
0,0,9.518143386,725.7238588,0.037862,0.023991,Charge+++++,,,,,
0,0,9.518143386,541.8375739,0.037862,0.024046,Charge+++++,,,,,
0,0,9.518143386,368.457167,0.037862,0.025014,Charge+++++,,,,,
0,0,9.518143386,272.3392464,0.037862,0.03465,Charge+++++,,,,,
0,6.853063238,1.903628677,211.6130905,0.037862,0.044121,Discharge-----,,,,,
0,0,1.903628677,173.0078998,0.037862,0.050413,Discharge-----,,,,,
0,0,1.903628677,145.6189633,0.037862,0.051029,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.037862,0.051029,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.037862,0.051326,Discharge-----,,,,,
0,0,1.903628677,249.1441096,0.037862,0.049379,Discharge-----,,,,,
0,0,1.903628677,282.500508,0.037862,0.048521,Discharge-----,,,,,
0,0,1.903628677,338.5241981,0.037862,0.045881,Discharge-----,,,,,
0,0,1.903628677,470.0090563,0.037862,0.042053,Discharge-----,,,,,
0,0,1.903628677,583.7892542,0.037862,0.041041,Discharge-----,,,,,
0,0,1.903628677,677.4651072,0.037862,0.041041,Discharge-----,,,,,
0,0,1.903628677,815.9842066,0.037862,0.041899,Discharge-----,,,,,
0,0,1.903628677,882.4025093,0.037862,0.041888,Discharge-----,,,,,
7.614514708,0,9.518143386,1022.530327,0.037862,0.036454,Charge+++++,,,,,
0,0,9.518143386,1122.260934,0.037862,0.033638,Charge+++++,,,,,
0,0,9.518143386,1226.643786,0.037862,0.03135,Charge+++++,,,,,
0,0,9.518143386,1167.017145,0.037862,0.027621,Charge+++++,,,,,
0,0,9.518143386,1104.127658,0.030635,0.026631,Charge+++++,,,,,
0,0,9.518143386,1081.637321,0.030635,0.024673,Charge+++++,,,,,
0,0,9.518143386,1009.749423,0.030635,0.024167,Charge+++++,,,,,
0,0,9.518143386,782.5041855,0.030635,0.023925,Charge+++++,,,,,
0,0,9.518143386,592.1885471,0.030635,0.024013,Charge+++++,,,,,
0,0,9.518143386,420.4770305,0.030635,0.025355,Charge+++++,,,,,
0,6.853063238,1.903628677,323.0596434,0.030635,0.030701,Discharge-----,,,,,
0,0,1.903628677,246.5265119,0.030635,0.039908,Discharge-----,,,,,
0,0,1.903628677,188.0426304,0.030635,0.041778,Discharge-----,,,,,
0,0,1.903628677,155.7337309,0.030635,0.039589,Discharge-----,,,,,
0,0,1.903628677,152.0578299,0.030635,0.039061,Discharge-----,,,,,
0,0,1.903628677,210.1937175,0.030635,0.035464,Discharge-----,,,,,
0,0,1.903628677,269.2182626,0.030635,0.032263,Discharge-----,,,,,
7.614514708,0,9.518143386,256.5090115,0.030635,0.030019,Charge+++++,,,,,
0,0,9.518143386,243.4910397,0.030635,0.027588,Charge+++++,,,,,
0,0,9.518143386,282.5861761,0.030635,0.027599,Charge+++++,,,,,
0,0,9.518143386,373.8816212,0.030635,0.029293,Charge+++++,,,,,
0,6.853063238,1.903628677,463.2037683,0.030635,0.032571,Discharge-----,,,,,
0,0,1.903628677,479.9096441,0.030635,0.035926,Discharge-----,,,,,
0,0,1.903628677,612.0917262,0.030635,0.033462,Discharge-----,,,,,
7.614514708,0,9.518143386,712.774791,0.030635,0.029073,Charge+++++,,,,,
0,0,9.518143386,761.7217228,0.030635,0.028127,Charge+++++,,,,,
0,0,9.518143386,837.0642997,0.030635,0.027929,Charge+++++,,,,,
0,0,9.518143386,712.8049202,0.030635,0.026136,Charge+++++,,,,,
0,0,9.518143386,705.9212205,0.030008,0.029876,Charge+++++,,,,,
0,0,9.518143386,717.612599,0.030008,0.026191,Charge+++++,,,,,
0,0,9.518143386,716.2526226,0.030008,0.025817,Charge+++++,,,,,
0,0,9.518143386,557.7345631,0.030008,0.025674,Charge+++++,,,,,
0,0,9.518143386,385.6182557,0.030008,0.025586,Charge+++++,,,,,
0,0,9.518143386,243.3971669,0.030008,0.025806,Charge+++++,,,,,
0,0,9.518143386,169.1036082,0.030008,0.027445,Charge+++++,,,,,
0,0,9.518143386,124.2905688,0.030008,0.029447,Charge+++++,,,,,
0,6.853063238,1.903628677,116.3929942,0.030008,0.031702,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.030008,0.034782,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.030008,0.035794,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.030008,0.035596,Discharge-----,,,,,
0,0,1.903628677,227.1581748,0.030008,0.03201,Discharge-----,,,,,
7.614514708,0,9.518143386,206.9620447,0.030008,0.028677,Charge+++++,,,,,
0,0,9.518143386,221.4169076,0.030008,0.028963,Charge+++++,,,,,
0,0,9.518143386,282.4079114,0.030008,0.028644,Charge+++++,,,,,
0,0,9.518143386,373.8486057,0.030008,0.028699,Charge+++++,,,,,
0,6.853063238,1.903628677,459.374567,0.030008,0.031911,Discharge-----,,,,,
0,0,1.903628677,557.3869086,0.030008,0.032274,Discharge-----,,,,,
0,0,1.903628677,691.4631786,0.030008,0.032098,Discharge-----,,,,,
0,0,1.903628677,773.1774754,0.030008,0.032329,Discharge-----,,,,,
0,0,1.903628677,773.9089041,0.030008,0.031801,Discharge-----,,,,,
0,0,1.903628677,820.7338695,0.030008,0.030866,Discharge-----,,,,,
7.614514708,0,9.518143386,824.2354962,0.030008,0.028193,Charge+++++,,,,,
0,6.853063238,1.903628677,824.8453968,0.026147,0.026796,Discharge-----,,,,,
7.614514708,0,9.518143386,818.249584,0.026147,0.025432,Charge+++++,,,,,
0,0,9.518143386,789.3646602,0.026147,0.025003,Charge+++++,,,,,
0,0,9.518143386,604.2765595,0.026147,0.024893,Charge+++++,,,,,
0,0,9.518143386,440.3952811,0.026147,0.022297,Charge+++++,,,,,
0,0,9.518143386,261.3818698,0.026147,0.022649,Charge+++++,,,,,
0,0,9.518143386,178.7034053,0.026147,0.02343,Charge+++++,,,,,
0,0,9.518143386,119.2515081,0.026147,0.025377,Charge+++++,,,,,
0,6.853063238,1.903628677,116.3929942,0.026147,0.027236,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.026147,0.028688,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.026147,0.028886,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.026147,0.028512,Discharge-----,,,,,
0,0,1.903628677,227.1581748,0.026147,0.027522,Discharge-----,,,,,
7.614514708,0,9.518143386,206.9620447,0.026147,0.025322,Charge+++++,,,,,
0,0,9.518143386,207.0418867,0.026147,0.025014,Charge+++++,,,,,
0,0,9.518143386,301.5573464,0.026147,0.024684,Charge+++++,,,,,
0,0,9.518143386,427.7332104,0.026147,0.024486,Charge+++++,,,,,
0,0,9.518143386,541.6235974,0.026147,0.024585,Charge+++++,,,,,
0,6.853063238,1.903628677,647.0702499,0.026147,0.028589,Discharge-----,,,,,
0,0,1.903628677,762.3308966,0.026147,0.02904,Discharge-----,,,,,
0,0,1.903628677,836.1959986,0.026147,0.026774,Discharge-----,,,,,
0,0,1.903628677,945.4395917,0.026147,0.026675,Discharge-----,,,,,
0,0,1.903628677,1059.215297,0.026147,0.027225,Discharge-----,,,,,
0,0,1.903628677,977.3701729,0.026147,0.028446,Discharge-----,,,,,
7.614514708,0,9.518143386,951.536593,0.028765,0.025586,Charge+++++,,,,,
0,0,9.518143386,900.7691047,0.028765,0.025047,Charge+++++,,,,,
0,0,9.518143386,864.1510613,0.028765,0.024541,Charge+++++,,,,,
0,0,9.518143386,663.3424636,0.028765,0.024519,Charge+++++,,,,,
0,0,9.518143386,474.2444067,0.028765,0.024915,Charge+++++,,,,,
0,0,9.518143386,287.1126689,0.028765,0.025509,Charge+++++,,,,,
0,0,9.518143386,174.9758891,0.028765,0.026235,Charge+++++,,,,,
0,6.853063238,1.903628677,119.8607971,0.028765,0.029084,Discharge-----,,,,,
0,0,1.903628677,116.7115885,0.028765,0.031273,Discharge-----,,,,,
0,0,1.903628677,116.4938565,0.028765,0.031108,Discharge-----,,,,,
0,0,1.903628677,128.9217137,0.028765,0.031834,Discharge-----,,,,,
0,0,1.903628677,170.4095655,0.028765,0.031559,Discharge-----,,,,,
0,0,1.903628677,232.0958259,0.028765,0.030789,Discharge-----,,,,,
0,0,1.903628677,214.5307482,0.028765,0.030239,Discharge-----,,,,,
0,0,1.903628677,190.3613081,0.028765,0.029436,Discharge-----,,,,,
0,0,1.903628677,248.6283337,0.028765,0.030074,Discharge-----,,,,,
0,0,1.903628677,312.3121804,0.028765,0.030283,Discharge-----,,,,,
0,0,1.903628677,411.3222075,0.028765,0.030833,Discharge-----,,,,,
0,0,1.903628677,513.6301646,0.028765,0.030712,Discharge-----,,,,,
0,0,1.903628677,627.3590955,0.028765,0.029502,Discharge-----,,,,,
0,0,1.903628677,756.8820434,0.028765,0.030184,Discharge-----,,,,,
0,0,1.903628677,885.5873545,0.028765,0.029227,Discharge-----,,,,,
0,0,1.903628677,1024.113451,0.028765,0.029183,Discharge-----,,,,,
7.614514708,0,9.518143386,1020.021163,0.028765,0.028677,Charge+++++,,,,,
0,0,9.518143386,997.8538313,0.034782,0.03058,Charge+++++,,,,,
0,0,9.518143386,983.7244624,0.034782,0.026554,Charge+++++,,,,,
0,0,9.518143386,903.1301339,0.034782,0.02563,Charge+++++,,,,,
0,0,9.518143386,693.3092727,0.034782,0.02552,Charge+++++,,,,,
0,0,9.518143386,484.3266302,0.034782,0.025377,Charge+++++,,,,,
0,0,9.518143386,282.3069756,0.034782,0.025509,Charge+++++,,,,,
0,0,9.518143386,205.2409263,0.034782,0.028248,Charge+++++,,,,,
0,0,9.518143386,147.6278811,0.034782,0.03322,Charge+++++,,,,,
0,6.853063238,1.903628677,116.7115885,0.034782,0.036036,Discharge-----,,,,,
0,0,1.903628677,116.4938565,0.034782,0.038643,Discharge-----,,,,,
0,0,1.903628677,128.9217137,0.034782,0.038214,Discharge-----,,,,,
0,0,1.903628677,170.4095655,0.034782,0.036267,Discharge-----,,,,,
0,0,1.903628677,232.0958259,0.034782,0.035123,Discharge-----,,,,,
0,0,1.903628677,214.5307482,0.034782,0.035123,Discharge-----,,,,,
7.614514708,0,9.518143386,198.2311321,0.034782,0.033605,Charge+++++,,,,,
0,6.853063238,1.903628677,275.2463815,0.034782,0.035002,Discharge-----,,,,,
0,0,1.903628677,374.186328,0.034782,0.035354,Discharge-----,,,,,
0,0,1.903628677,525.8515589,0.034782,0.039677,Discharge-----,,,,,
0,0,1.903628677,595.9546034,0.034782,0.042944,Discharge-----,,,,,
0,0,1.903628677,715.3877707,0.034782,0.044044,Discharge-----,,,,,
0,0,1.903628677,767.3753829,0.034782,0.044242,Discharge-----,,,,,
0,0,1.903628677,845.2242619,0.034782,0.043329,Discharge-----,,,,,
0,0,1.903628677,937.0746723,0.034782,0.040359,Discharge-----,,,,,
0,0,1.903628677,952.0090277,0.034782,0.036289,Discharge-----,,,,,
7.614514708,0,9.518143386,920.6471144,0.041789,0.035145,Charge+++++,,,,,
0,0,9.518143386,892.2146225,0.041789,0.034265,Charge+++++,,,,,
0,0,9.518143386,878.8422266,0.041789,0.031944,Charge+++++,,,,,
0,0,9.518143386,660.5140547,0.041789,0.030393,Charge+++++,,,,,
0,0,9.518143386,485.578915,0.041789,0.03003,Charge+++++,,,,,
0,0,9.518143386,333.4481382,0.041789,0.034232,Charge+++++,,,,,
0,0,9.518143386,203.1580657,0.041789,0.040821,Charge+++++,,,,,
0,6.853063238,1.903628677,124.1748402,0.041789,0.047146,Discharge-----,,,,,
0,0,1.903628677,116.3929942,0.041789,0.050611,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.041789,0.048598,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.041789,0.048081,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.041789,0.046266,Discharge-----,,,,,
0,0,1.903628677,227.1581748,0.041789,0.042823,Discharge-----,,,,,
0,0,1.903628677,206.9620447,0.041789,0.041899,Discharge-----,,,,,
7.614514708,0,9.518143386,209.8948028,0.041789,0.041184,Charge+++++,,,,,
0,0,9.518143386,303.8593781,0.041789,0.041118,Charge+++++,,,,,
0,6.853063238,1.903628677,410.4511611,0.041789,0.04279,Discharge-----,,,,,
0,0,1.903628677,528.606755,0.041789,0.044913,Discharge-----,,,,,
0,0,1.903628677,674.1727174,0.041789,0.04565,Discharge-----,,,,,
0,0,1.903628677,769.7595407,0.041789,0.047828,Discharge-----,,,,,
0,0,1.903628677,821.1336322,0.041789,0.046178,Discharge-----,,,,,
0,0,1.903628677,918.4855457,0.041789,0.047157,Discharge-----,,,,,
0,0,1.903628677,1058.569746,0.041789,0.044726,Discharge-----,,,,,
7.614514708,0,9.518143386,1098.477977,0.041789,0.039017,Charge+++++,,,,,
0,0,9.518143386,1048.751268,0.042801,0.036333,Charge+++++,,,,,
0,0,9.518143386,987.0181684,0.042801,0.034584,Charge+++++,,,,,
0,0,9.518143386,916.268072,0.042801,0.032868,Charge+++++,,,,,
0,0,9.518143386,702.0657533,0.042801,0.032791,Charge+++++,,,,,
0,0,9.518143386,498.5834463,0.042801,0.032109,Charge+++++,,,,,
0,0,9.518143386,309.0144444,0.042801,0.035266,Charge+++++,,,,,
0,0,9.518143386,211.4127187,0.042801,0.040634,Charge+++++,,,,,
0,6.853063238,1.903628677,123.3047718,0.042801,0.046519,Discharge-----,,,,,
0,0,1.903628677,116.3929942,0.042801,0.053064,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.042801,0.047388,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.042801,0.046046,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.042801,0.044033,Discharge-----,,,,,
7.614514708,0,9.518143386,227.1581748,0.042801,0.040249,Charge+++++,,,,,
0,0,9.518143386,206.9620447,0.042801,0.040293,Charge+++++,,,,,
0,0,9.518143386,182.5577452,0.042801,0.040062,Charge+++++,,,,,
0,6.853063238,1.903628677,199.5797021,0.042801,0.043472,Discharge-----,,,,,
0,0,1.903628677,296.1674078,0.042801,0.04466,Discharge-----,,,,,
0,0,1.903628677,412.3629597,0.042801,0.048741,Discharge-----,,,,,
0,0,1.903628677,535.4081448,0.042801,0.049555,Discharge-----,,,,,
0,0,1.903628677,648.6481987,0.042801,0.052206,Discharge-----,,,,,
0,0,1.903628677,746.0204359,0.042801,0.051777,Discharge-----,,,,,
0,0,1.903628677,767.8233295,0.042801,0.049423,Discharge-----,,,,,
0,0,1.903628677,900.4755927,0.042801,0.045848,Discharge-----,,,,,
7.614514708,0,9.518143386,895.9002064,0.042801,0.039171,Charge+++++,,,,,
0,0,9.518143386,876.7611217,0.041063,0.037576,Charge+++++,,,,,
0,0,9.518143386,866.8182428,0.041063,0.035277,Charge+++++,,,,,
0,0,9.518143386,835.7164906,0.041063,0.03388,Charge+++++,,,,,
0,0,9.518143386,646.3766528,0.041063,0.033759,Charge+++++,,,,,
0,0,9.518143386,455.1807597,0.041063,0.032604,Charge+++++,,,,,
0,0,9.518143386,292.0739039,0.041063,0.033924,Charge+++++,,,,,
0,0,9.518143386,192.2125276,0.041063,0.039457,Charge+++++,,,,,
0,6.853063238,1.903628677,134.9754815,0.041063,0.046068,Discharge-----,,,,,
0,0,1.903628677,116.3929942,0.041063,0.050094,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.041063,0.050138,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.041063,0.049071,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.041063,0.048818,Discharge-----,,,,,
0,0,1.903628677,227.1581748,0.041063,0.044693,Discharge-----,,,,,
7.614514708,0,9.518143386,206.9620447,0.041063,0.038797,Charge+++++,,,,,
0,0,9.518143386,179.8540611,0.041063,0.036124,Charge+++++,,,,,
0,0,9.518143386,179.0574819,0.041063,0.035893,Charge+++++,,,,,
0,0,9.518143386,238.8062582,0.041063,0.03564,Charge+++++,,,,,
0,6.853063238,1.903628677,300.2777559,0.041063,0.041657,Discharge-----,,,,,
0,0,1.903628677,419.5976904,0.041063,0.044638,Discharge-----,,,,,
0,0,1.903628677,391.5239906,0.041063,0.047014,Discharge-----,,,,,
0,0,1.903628677,470.543223,0.041063,0.04488,Discharge-----,,,,,
0,0,1.903628677,665.9701212,0.041063,0.043439,Discharge-----,,,,,
0,0,1.903628677,822.1249703,0.041063,0.043802,Discharge-----,,,,,
7.614514708,0,9.518143386,865.032736,0.041063,0.038203,Charge+++++,,,,,
0,6.853063238,1.903628677,853.860128,0.035453,0.038676,Discharge-----,,,,,
0,0,1.903628677,833.919946,0.035453,0.037015,Discharge-----,,,,,
7.614514708,0,9.518143386,800.6697517,0.035453,0.035046,Charge+++++,,,,,
0,0,9.518143386,631.7501503,0.035453,0.033748,Charge+++++,,,,,
0,0,9.518143386,426.4380813,0.035453,0.032857,Charge+++++,,,,,
0,0,9.518143386,243.9266923,0.035453,0.031999,Charge+++++,,,,,
0,0,9.518143386,157.6106304,0.035453,0.033,Charge+++++,,,,,
0,0,9.518143386,119.2515081,0.035453,0.035222,Charge+++++,,,,,
0,6.853063238,1.903628677,116.3929942,0.035453,0.038038,Discharge-----,,,,,
0,0,1.903628677,115.8705868,0.035453,0.040381,Discharge-----,,,,,
0,0,1.903628677,127.9658188,0.035453,0.039479,Discharge-----,,,,,
0,0,1.903628677,167.9302793,0.035453,0.038907,Discharge-----,,,,,
0,0,1.903628677,227.1581748,0.035453,0.036542,Discharge-----,,,,,
7.614514708,0,9.518143386,206.9620447,0.035453,0.034551,Charge+++++,,,,,
0,0,9.518143386,179.8540611,0.035453,0.033198,Charge+++++,,,,,
0,0,9.518143386,188.8714619,0.035453,0.033055,Charge+++++,,,,,
0,0,9.518143386,312.0600652,0.035453,0.033913,Charge+++++,,,,,
0,0,9.518143386,417.498806,0.035453,0.035189,Charge+++++,,,,,
0,0,9.518143386,527.2462022,0.035453,0.035332,Charge+++++,,,,,
0,0,9.518143386,654.0501448,0.035453,0.035233,Charge+++++,,,,,
0,0,9.518143386,715.1354705,0.035453,0.034947,Charge+++++,,,,,
0,0,9.518143386,771.6636093,0.035453,0.035035,Charge+++++,,,,,
0,0,9.518143386,948.1431224,0.035453,0.035409,Charge+++++,,,,,
0,0,9.518143386,909.5293533,0.035453,0.034045,Charge+++++,,,,,
0,0,9.518143386,914.6494502,0.03586,0.034166,Charge+++++,,,,,
0,0,9.518143386,885.4711054,0.03586,0.033363,Charge+++++,,,,,
0,0,9.518143386,831.9533786,0.03586,0.032032,Charge+++++,,,,,
0,0,9.518143386,637.6023249,0.03586,0.03135,Charge+++++,,,,,
0,0,9.518143386,440.5211098,0.03586,0.03091,Charge+++++,,,,,
0,0,9.518143386,274.8706039,0.03586,0.031636,Charge+++++,,,,,
0,0,9.518143386,167.6892108,0.03586,0.032439,Charge+++++,,,,,
0,0,9.518143386,119.2515081,0.03586,0.032813,Charge+++++,,,,,
0,0,9.518143386,116.3929942,0.03586,0.033033,Charge+++++,,,,,
0,0,9.518143386,115.8705868,0.03586,0.034386,Charge+++++,,,,,
0,0,9.518143386,127.9658188,0.03586,0.034386,Charge+++++,,,,,
0,0,9.518143386,167.9302793,0.03586,0.03564,Charge+++++,,,,,
0,0,9.518143386,227.1581748,0.03586,0.035277,Charge+++++,,,,,
0,0,9.518143386,206.9620447,0.03586,0.0341,Charge+++++,,,,,
0,0,9.518143386,196.5897219,0.03586,0.032868,Charge+++++,,,,,
0,0,9.518143386,296.4070205,0.03586,0.033759,Charge+++++,,,,,
0,0,9.518143386,420.7625483,0.03586,0.034408,Charge+++++,,,,,
0,6.853063238,1.903628677,538.2121561,0.03586,0.03718,Discharge-----,,,,,
0,0,1.903628677,712.5322236,0.03586,0.040425,Discharge-----,,,,,
0,0,1.903628677,801.8170291,0.03586,0.04411,Discharge-----,,,,,
0,0,1.903628677,862.6321219,0.03586,0.043945,Discharge-----,,,,,
0,0,1.903628677,1025.846613,0.03586,0.044396,Discharge-----,,,,,
0,0,1.903628677,1080.951094,0.03586,0.045397,Discharge-----,,,,,
0,0,1.903628677,988.8644429,0.03586,0.03861,Discharge-----,,,,,
7.614514708,0,9.518143386,938.0622417,0.044209,0.035178,Charge+++++,,,,,
0,0,9.518143386,899.1553102,0.044209,0.032912,Charge+++++,,,,,
0,0,9.518143386,845.3135873,0.044209,0.032384,Charge+++++,,,,,
0,0,9.518143386,666.3354819,0.044209,0.031988,Charge+++++,,,,,
0,0,9.518143386,475.8396967,0.044209,0.032241,Charge+++++,,,,,
0,0,9.518143386,311.3969177,0.044209,0.033462,Charge+++++,,,,,
0,0,9.518143386,168.7143623,0.044209,0.040832,Charge+++++,,,,,
0,6.853063238,1.903628677,116.3247673,0.044209,0.048433,Discharge-----,,,,,
0,0,1.903628677,114.8338104,0.044209,0.055077,Discharge-----,,,,,
0,0,1.903628677,112.9476182,0.044209,0.055,Discharge-----,,,,,
0,0,1.903628677,123.2877659,0.044209,0.054923,Discharge-----,,,,,
0,0,1.903628677,156.0335616,0.044209,0.054912,Discharge-----,,,,,
0,0,1.903628677,203.857672,0.044209,0.053746,Discharge-----,,,,,
0,0,1.903628677,170.8185189,0.044209,0.05258,Discharge-----,,,,,
0,0,1.903628677,130.2908651,0.044209,0.049797,Discharge-----,,,,,
0,0,1.903628677,132.0759481,0.044209,0.048389,Discharge-----,,,,,
0,0,1.903628677,231.3718179,0.044209,0.044715,Discharge-----,,,,,
0,0,1.903628677,346.3718547,0.044209,0.045045,Discharge-----,,,,,
0,0,1.903628677,463.360478,0.044209,0.045782,Discharge-----,,,,,
0,0,1.903628677,574.6881758,0.044209,0.047267,Discharge-----,,,,,
0,0,1.903628677,702.4005782,0.044209,0.044231,Discharge-----,,,,,
7.614514708,0,9.518143386,748.1606923,0.044209,0.042746,Charge+++++,,,,,
0,0,9.518143386,801.3894058,0.044209,0.042856,Charge+++++,,,,,
0,0,9.518143386,814.7415154,0.044209,0.036487,Charge+++++,,,,,
0,0,9.518143386,757.5142916,0.039875,0.033737,Charge+++++,,,,,
0,0,9.518143386,757.4819958,0.039875,0.032813,Charge+++++,,,,,
0,0,9.518143386,753.8061201,0.039875,0.032571,Charge+++++,,,,,
0,0,9.518143386,585.2316424,0.039875,0.031856,Charge+++++,,,,,
0,0,9.518143386,421.9742523,0.039875,0.031845,Charge+++++,,,,,
0,0,9.518143386,277.178517,0.039875,0.03278,Charge+++++,,,,,
0,0,9.518143386,180.8894915,0.039875,0.037499,Charge+++++,,,,,
0,6.853063238,1.903628677,116.3247673,0.039875,0.045584,Discharge-----,,,,,
0,0,1.903628677,114.8338104,0.039875,0.048642,Discharge-----,,,,,
0,0,1.903628677,112.9476182,0.039875,0.047773,Discharge-----,,,,,
0,0,1.903628677,123.2877659,0.039875,0.046233,Discharge-----,,,,,
0,0,1.903628677,156.0335616,0.039875,0.045595,Discharge-----,,,,,
0,0,1.903628677,203.857672,0.039875,0.043362,Discharge-----,,,,,
7.614514708,0,9.518143386,170.8185189,0.039875,0.039611,Charge+++++,,,,,
0,0,9.518143386,130.2908651,0.039875,0.037631,Charge+++++,,,,,
0,0,9.518143386,123.6804847,0.039875,0.037862,Charge+++++,,,,,
0,0,9.518143386,125.7292226,0.039875,0.038929,Charge+++++,,,,,
0,6.853063238,1.903628677,187.6941116,0.039875,0.041382,Discharge-----,,,,,
0,0,1.903628677,325.3377516,0.039875,0.043989,Discharge-----,,,,,
0,0,1.903628677,488.2226544,0.039875,0.04532,Discharge-----,,,,,
0,0,1.903628677,609.7590225,0.039875,0.043692,Discharge-----,,,,,
0,0,1.903628677,725.7980451,0.039875,0.042548,Discharge-----,,,,,
0,0,1.903628677,852.4061691,0.039875,0.040029,Discharge-----,,,,,
7.614514708,0,9.518143386,864.3255726,0.039875,0.035662,Charge+++++,,,,,
0,0,9.518143386,840.1185631,0.037983,0.03487,Charge+++++,,,,,
0,0,9.518143386,842.1127423,0.037983,0.033154,Charge+++++,,,,,
0,0,9.518143386,842.5958715,0.037983,0.03201,Charge+++++,,,,,
0,0,9.518143386,666.8782951,0.037983,0.031372,Charge+++++,,,,,
0,0,9.518143386,529.4288236,0.037983,0.031273,Charge+++++,,,,,
0,0,9.518143386,388.6956945,0.037983,0.03223,Charge+++++,,,,,
0,6.853063238,1.903628677,314.7258654,0.037983,0.038247,Discharge-----,,,,,
0,0,1.903628677,254.7010817,0.037983,0.043934,Discharge-----,,,,,
0,0,1.903628677,228.0330322,0.037983,0.048411,Discharge-----,,,,,
0,0,1.903628677,189.412758,0.037983,0.048741,Discharge-----,,,,,
0,0,1.903628677,187.6110945,0.037983,0.048576,Discharge-----,,,,,
0,0,1.903628677,210.2228458,0.037983,0.04829,Discharge-----,,,,,
0,0,1.903628677,286.0846643,0.037983,0.045177,Discharge-----,,,,,
0,0,1.903628677,294.6697798,0.037983,0.04389,Discharge-----,,,,,
0,0,1.903628677,392.3754384,0.037983,0.040997,Discharge-----,,,,,
7.614514708,0,9.518143386,568.9099184,0.037983,0.037323,Charge+++++,,,,,
0,0,9.518143386,625.7930442,0.037983,0.035409,Charge+++++,,,,,
0,0,9.518143386,781.0552319,0.037983,0.036619,Charge+++++,,,,,
0,0,9.518143386,935.037399,0.037983,0.036245,Charge+++++,,,,,
0,0,9.518143386,995.9582787,0.037983,0.036102,Charge+++++,,,,,
0,0,9.518143386,1027.473362,0.037983,0.03355,Charge+++++,,,,,
0,0,9.518143386,1099.072258,0.037983,0.032846,Charge+++++,,,,,
0,0,9.518143386,1142.161006,0.037983,0.032307,Charge+++++,,,,,
0,0,9.518143386,1192.510405,0.037983,0.030008,Charge+++++,,,,,
0,0,9.518143386,1126.912959,0.034848,0.028655,Charge+++++,,,,,
0,0,9.518143386,1052.725839,0.034848,0.026807,Charge+++++,,,,,
0,0,9.518143386,998.5908103,0.034848,0.025344,Charge+++++,,,,,
0,0,9.518143386,785.25671,0.034848,0.027236,Charge+++++,,,,,
0,0,9.518143386,595.2202616,0.034848,0.027588,Charge+++++,,,,,
0,0,9.518143386,411.6620519,0.034848,0.028644,Charge+++++,,,,,
0,0,9.518143386,301.1480623,0.034848,0.029953,Charge+++++,,,,,
0,0,9.518143386,236.0847413,0.034848,0.033187,Charge+++++,,,,,
0,6.853063238,1.903628677,198.8161826,0.034848,0.038335,Discharge-----,,,,,
